D10,relu,N00,0.022796795765936354,N01,-0.020963827416654333,N02,-0.005053177044232505,N03,-0.005283903900965509,N04,0.024720019035731126,N05,0.007967068977253041,B0,0.21827975182565829
D11,relu,N00,0.025561939798480968,N01,-0.0058938356321527625,N02,-0.009484033640295325,N03,-0.004894442378233383,N04,0.012608921846668507,N05,0.01014033576263817,B0,0.6189508478651389
D12,relu,N00,0.021836170485371793,N01,-0.017570442959583845,N02,-0.0073215973368748015,N03,-0.003447680957524875,N04,0.02127707093649446,N05,0.007823156233014017,B0,0.41970280283948114
D13,relu,N00,-0.020411385933081175,N01,0.0019145738972512157,N02,-0.014049523849507495,N03,0.03095795597575046,N04,0.01257245665310411,N05,0.019222933891757003,B0,-1.2011106845405481
D14,relu,N00,0.011591752447069925,N01,-0.0045291225473615354,N02,-0.010355369977590506,N03,0.005173654492716345,N04,0.01303636236546182,N05,0.012666432907122901,B0,-0.11378594073711534
D15,relu,N00,0.014331280300851358,N01,0.01096018630172993,N02,-0.015440479995026114,N03,0.003835228641893774,N04,0.0014544493342109532,N05,0.01566465087795934,B0,0.40672738597833114
D16,relu,N00,-0.01725469562154018,N01,-0.0007620326853728982,N02,-0.011819221025447198,N03,0.027359005149364946,N04,0.011747881057218525,N05,0.01748399672066989,B0,-1.0468189672562582
D17,relu,N00,0.008505598082859053,N01,-0.004341401541739675,N02,-0.010511632013409888,N03,0.007344871086159543,N04,0.016402407623072587,N05,0.013337677686393606,B0,-0.2978113290787485
D18,relu,N00,0.010508137784735288,N01,-0.014069210881734207,N02,-0.005980984069930595,N03,0.005097818441872841,N04,0.018621878127676607,N05,0.008549438945503293,B0,-0.12527518914233315
D19,relu,N00,-0.004336332062836174,N01,0.013374014548733527,N02,-0.01742103646705996,N03,0.01839351332168655,N04,0.002652745415977161,N05,0.019390246020030092,B0,-0.3923385265140542
D110,relu,N00,0.014860913302275684,N01,-0.01967572361929033,N02,-0.006283414040385073,N03,0.0021930765723010134,N04,0.026149528717074013,N05,0.009348411544445503,B0,-0.23394630778927272
D111,relu,N00,0.025043831648207206,N01,-0.0037227367795610892,N02,-0.013368915720412223,N03,-0.004663634082852731,N04,0.01063660346754593,N05,0.011907556139230637,B0,0.712336276614624
D112,relu,N00,0.025615664324687613,N01,-0.0024357333917578807,N02,-0.011518093804348603,N03,-0.005909881616813108,N04,0.01180058542210233,N05,0.01138304412081364,B0,0.6638170124815774
D113,relu,N00,0.008953926939080339,N01,0.015273121690206622,N02,-0.019882904177149167,N03,0.009870529322023282,N04,0.0011798115474857028,N05,0.022039952232004688,B0,-0.05214126683479803
D114,relu,N00,0.00907253359072285,N01,0.009265799090135007,N02,-0.01571730506842177,N03,0.007932341650072892,N04,0.002999417412158657,N05,0.0169465903506649,B0,0.08554321331442805
D115,relu,N00,0.018106192779623012,N01,0.009516577334284966,N02,-0.01612666706847087,N03,0.0029018970890739254,N04,0.00023053243856191523,N05,0.016043094450390632,B0,0.5689297714136716
D116,relu,N00,0.010362953240154234,N01,0.01846927176566942,N02,-0.021273013094321697,N03,0.01129468459964785,N04,-0.00046217835088866686,N05,0.023011867027726337,B0,0.022694253920950924
